Incident Number,Exposure Number,ID,Address,Incident Date,Call Number,Alarm DtTm,Arrival DtTm,Close DtTm,City,zipcode,Battalion,Station Area,Box,Suppression Units,Suppression Personnel,EMS Units,EMS Personnel,Other Units,Other Personnel,First Unit On Scene,Estimated Property Loss,Estimated Contents Loss,Fire Fatalities,Fire Injuries,Civilian Fatalities,Civilian Injuries,Number of Alarms,Primary Situation,Mutual Aid,Action Taken Primary,Action Taken Secondary,Action Taken Other,Detector Alerted Occupants,Property Use,Area of Fire Origin,Ignition Cause,Ignition Factor Primary,Ignition Factor Secondary,Heat Source,Item First Ignited,Human Factors Associated with Ignition,Structure Type,Structure Status,Floor of Fire Origin,Fire Spread,No Flame Spread,Number of floors with minimum damage,Number of floors with significant damage,Number of floors with heavy damage,Number of floors with extreme damage,Detectors Present,Detector Type,Detector Operation,Detector Effectiveness,Detector Failure Reason,Automatic Extinguishing System Present,Automatic Extinguishing Sytem Type,Automatic Extinguishing Sytem Perfomance,Automatic Extinguishing Sytem Failure Reason,Number of Sprinkler Heads Operating,Supervisor District,neighborhood_district,point,data_as_of,data_loaded_at
20027923,0,200279230,18 FERNWOOD DRIVE,2020/03/04,200641372,2020/03/04 10:12:16 AM,2020/03/04 10:19:06 AM,2020/03/04 10:24:18 AM,San Francisco,94127,B09,39,8541,3,11,0,0,0,0,,,,0,0,0,0,1,735 Alarm system sounded due to malfunction,N None,86 Investigate,,,,419 1 or 2 family dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,7,West of Twin Peaks,POINT (-122.461693 37.734295),2020/03/04 10:24:18 AM,2025/03/16 02:20:48 AM
20027927,0,200279270,88 KING STREET,2020/03/04,200641442,2020/03/04 10:26:49 AM,2020/03/04 10:31:50 AM,2020/03/04 11:11:19 AM,San Francisco,94107,B03,08,0940,3,10,0,0,0,0,,,,0,0,0,0,1,"740 Unintentional transmission of alarm, other",N None,86 Investigate,,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,6,Mission Bay,POINT (-122.389625 37.78063),2020/03/04 11:11:19 AM,2025/03/16 02:20:48 AM
20027929,0,200279290,240 JONES STREET,2020/03/04,200641458,2020/03/04 10:30:33 AM,2020/03/04 10:33:18 AM,2020/03/04 11:05:29 AM,San Francisco,94102,B03,03,1456,3,11,0,0,0,0,,,,0,0,0,0,1,"741 Sprinkler activation, no fire - unintentional",N None,86 Investigate,,,,"439 Boarding/rooming house, residential hotels",,,,,,,,,,,,NA,,,,,,,,,,,,,,,5,Tenderloin,POINT (-122.412406 37.783406),2020/03/04 11:05:29 AM,2025/03/16 02:20:48 AM
20027932,0,200279320,2350 FULTON STREET,2020/03/04,200641481,2020/03/04 10:36:44 AM,2020/03/04 10:41:40 AM,2020/03/04 10:50:10 AM,San Francisco,94118,B07,21,4561,1,5,0,0,0,0,,,,0,0,0,0,1,"400 Hazardous condition, other",N None,86 Investigate,,,,"900 Outside or special property, other",,,,,,,,,,,,NA,,,,,,,,,,,,,,,1,Lone Mountain/USF,POINT (-122.455502 37.774724),2020/03/04 10:50:10 AM,2025/03/16 02:20:48 AM
20027946,0,200279460,182 NEY STREET,2020/03/04,200641616,2020/03/04 11:09:56 AM,2020/03/04 11:15:22 AM,2020/03/04 11:24:34 AM,San Francisco,94112,B09,32,5635,1,4,0,0,0,0,,,,0,0,0,0,1,"440 Electrical  wiring/equipment problem, other",N None,45 Remove hazard,,,,"962 Residential street, road or residential driveway",,,,,,,,,,,,NA,,,,,,,,,,,,,,,11,Excelsior,POINT (-122.426503 37.730047),2020/03/04 11:24:34 AM,2025/03/16 02:20:48 AM
20027948,0,200279480,395 HAYES STREET,2020/03/04,200641624,2020/03/04 11:10:49 AM,2020/03/04 11:13:07 AM,2020/03/04 11:51:12 AM,San Francisco,94102,B02,36,3265,9,33,1,2,1,2,,,,0,0,0,0,1,"700 False alarm or false call, other",N None,86 Investigate,,,,161 Restaurant or cafeteria,,,,,,,,,,,,NA,,,,,,,,,,,,,,,5,Hayes Valley,POINT (-122.422822 37.776833),2020/03/04 11:51:12 AM,2025/03/16 02:20:48 AM
20027951,0,200279510,125 CAMBON DR 12G,2020/03/04,200641668,2020/03/04 11:20:07 AM,2020/03/04 11:21:28 AM,2020/03/04 11:45:04 AM,San Francisco,94132,B08,19,8428,2,9,0,0,0,0,,,,0,0,0,0,1,554 Assist invalid,N None,71 Assist physically disabled,,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,7,Lakeshore,POINT (-122.47418 37.716828),2020/03/04 11:45:04 AM,2025/03/16 02:20:48 AM
20027955,0,200279550,11TH AVENUE,2020/03/04,200641729,2020/03/04 11:32:30 AM,2020/03/04 11:33:59 AM,2020/03/04 11:39:33 AM,San Francisco,94118,B07,31,7142,2,9,0,0,0,0,,,,0,0,0,0,1,444 Power line down,N None,84 Refer to proper authority,,,,"400 Residential, other",,,,,,,,,,,,NA,,,,,,,,,,,,,,,1,Inner Richmond,POINT (-122.469495 37.778847),2020/03/04 11:39:33 AM,2025/03/16 02:20:48 AM
20027956,0,200279560,460 ARGUELLO,2020/03/04,200641738,2020/03/04 11:34:57 AM,2020/03/04 11:40:49 AM,2020/03/04 11:49:26 AM,San Francisco,94118,B07,31,0711,3,10,0,0,0,0,,,,0,0,0,0,1,"745 Alarm system activation, no fire - unintentional",N None,86 Investigate,,,,215 High school/junior high school/middle school,,,,,,,,,,,,NA,,,,,,,,,,,,,,,2,Presidio Heights,POINT (-122.458355 37.782281),2020/03/04 11:49:26 AM,2025/03/16 02:20:48 AM
20027957,0,200279570,207 KING STREET,2020/03/04,200641742,2020/03/04 11:36:03 AM,2020/03/04 11:40:30 AM,2020/03/04 12:06:07 PM,San Francisco,94107,B03,08,2171,3,10,0,0,0,0,,,,0,0,0,0,1,735 Alarm system sounded due to malfunction,N None,86 Investigate,,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,6,Mission Bay,POINT (-122.391978 37.777927),2020/03/04 12:06:07 PM,2025/03/16 02:20:48 AM
20027958,0,200279580,2901 DIAMOND STREET,2020/03/04,200641755,2020/03/04 11:37:46 AM,2020/03/04 11:43:50 AM,2020/03/04 01:25:24 PM,San Francisco,94131,B09,26,8269,5,18,2,3,1,2,,,,0,0,0,0,1,"745 Alarm system activation, no fire - unintentional",N None,63 Restore fire alarm system,,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,8,West of Twin Peaks,POINT (-122.434087 37.733507),2020/03/04 01:25:24 PM,2025/03/16 02:20:48 AM
20027961,0,200279610,2071 VICENTE STREET,2020/03/04,200641771,2020/03/04 11:41:41 AM,2020/03/04 11:45:50 AM,2020/03/04 11:56:02 AM,San Francisco,94116,B08,18,7547,3,10,0,0,0,0,,,,0,0,0,0,1,733 Smoke detector activation due to malfunction,N None,86 Investigate,,,,419 1 or 2 family dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,4,Sunset/Parkside,POINT (-122.489007 37.738655),2020/03/04 11:56:02 AM,2025/03/16 02:20:48 AM
20027962,0,200279620,GEARY BL,2020/03/04,200641774,2020/03/04 11:42:39 AM,2020/03/04 11:44:42 AM,2020/03/04 11:48:40 AM,San Francisco,94109,B04,03,3222,1,5,0,0,0,0,,,,0,0,0,0,1,"500 Service Call, other",N None,"00 Action taken, other",,,,331 Hospital - medical or psychiatric,,,,,,,,,,,,NA,,,,,,,,,,,,,,,2,Western Addition,POINT (-122.423032 37.785482),2020/03/04 11:48:40 AM,2025/03/16 02:20:48 AM
20027963,0,200279630,4TH STREET,2020/03/04,200641793,2020/03/04 11:47:26 AM,2020/03/04 11:53:19 AM,2020/03/04 01:09:05 PM,San Francisco,94107,B03,01,2215,1,4,1,2,0,0,,,,0,0,0,0,1,322 Motor vehicle accident with injuries,N None,"30 Emergency medical services, other",,,,NNN None,,,,,,,,,,,,NA,,,,,,,,,,,,,,,6,South of Market,POINT (-122.401162 37.782024),2020/03/04 01:09:05 PM,2025/03/16 02:20:48 AM
20027967,0,200279670,400 MCALLISTER STREET,2020/03/04,200641828,2020/03/04 11:57:17 AM,2020/03/04 12:00:36 PM,2020/03/04 12:07:32 PM,San Francisco,94102,B02,03,3112,3,11,0,0,0,0,,,,0,0,0,0,1,"745 Alarm system activation, no fire - unintentional",N None,86 Investigate,,,,"122 Convention center, exhibition hall",,,,,,,,,,,,NA,,,,,,,,,,,,,,,5,Tenderloin,POINT (-122.419014 37.780519),2020/03/04 12:07:32 PM,2025/03/16 02:20:48 AM
20027968,0,200279680,786 43RD AVENUE,2020/03/04,200641832,2020/03/04 11:58:46 AM,2020/03/04 12:06:59 PM,2020/03/04 12:14:06 PM,San Francisco,94121,B07,34,7271,1,4,0,0,0,0,,,,0,0,0,0,1,"300 Rescue, EMS incident, other",N None,"50 Fires, rescues & hazardous conditions, other",,,,419 1 or 2 family dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,1,Outer Richmond,POINT (-122.503542 37.773837),2020/03/04 12:14:06 PM,2025/03/16 02:20:48 AM
20027969,0,200279690,537 BRANNAN STREET,2020/03/04,200641843,2020/03/04 12:01:08 PM,2020/03/04 12:05:21 PM,2020/03/04 12:18:50 PM,San Francisco,94107,B03,08,2241,4,14,0,0,0,0,,,,0,0,0,0,1,735 Alarm system sounded due to malfunction,N None,86 Investigate,,,,599 Business office,,,,,,,,,,,,NA,,,,,,,,,,,,,,,6,South of Market,POINT (-122.397306 37.77762),2020/03/04 12:18:50 PM,2025/03/16 02:20:48 AM
20027970,0,200279700,525 BRANNAN STREET,2020/03/04,200641845,2020/03/04 12:01:27 PM,2020/03/04 12:03:48 PM,2020/03/04 12:04:17 PM,San Francisco,94107,B03,08,2241,3,11,0,0,0,0,,,,0,0,0,0,1,"700 False alarm or false call, other",N None,"10 Fire control or extinguishment, other",,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,6,South of Market,POINT (-122.397049 37.777823),2020/03/04 12:04:17 PM,2025/03/16 02:20:48 AM
20027974,0,200279740,596 PAGE STREET,2020/03/04,200641890,2020/03/04 12:12:35 PM,2020/03/04 12:15:50 PM,2020/03/04 12:19:09 PM,San Francisco,94117,B05,06,3531,1,4,0,0,0,0,,,,0,0,0,0,1,622 No incident found on arrival at dispatch address,N None,86 Investigate,,,,NNN None,,,,,,,,,,,,NA,,,,,,,,,,,,,,,5,Hayes Valley,POINT (-122.430529 37.77312),2020/03/04 12:19:09 PM,2025/03/16 02:20:48 AM
20027989,0,200279890,700 80 WB BAY BRANCH,2020/03/04,200642028,2020/03/04 12:50:50 PM,2020/03/04 12:50:50 PM,2020/03/04 01:35:32 PM,San Francisco,94103,B03,48,2951,2,9,1,2,0,0,,,,0,0,0,0,1,"300 Rescue, EMS incident, other",N None,31 Provide first aid & check for injuries,,,,NNN None,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,POINT (-122.375118 37.800832),2020/03/04 01:35:32 PM,2025/03/16 02:20:48 AM
20027991,0,200279910,85 BLUXOME STREET,2020/03/04,200642081,2020/03/04 01:06:47 PM,2020/03/04 01:07:41 PM,2020/03/04 01:17:13 PM,San Francisco,94107,B03,08,2223,4,14,0,0,0,0,,,,0,0,0,0,1,735 Alarm system sounded due to malfunction,N None,86 Investigate,,,,"500 Mercantile, business, other",,,,,,,,,,,,NA,,,,,,,,,,,,,,,6,South of Market,POINT (-122.397548 37.776178),2020/03/04 01:17:13 PM,2025/03/16 02:20:48 AM
20027996,0,200279960,COLE STREET,2020/03/04,200642146,2020/03/04 01:24:49 PM,2020/03/04 01:28:59 PM,2020/03/04 01:35:03 PM,San Francisco,94117,B05,12,5144,1,4,0,0,0,0,,,,0,0,0,0,1,"500 Service Call, other",N None,86 Investigate,,,,"400 Residential, other",,,,,,,,,,,,NA,,,,,,,,,,,,,,,8,Haight Ashbury,POINT (-122.450148 37.766728),2020/03/04 01:35:03 PM,2025/03/16 02:20:48 AM
20028001,0,200280010,2089 14TH AVENUE,2020/03/04,200642187,2020/03/04 01:31:07 PM,2020/03/04 01:35:27 PM,2020/03/04 01:44:20 PM,San Francisco,94116,B08,40,7362,3,10,0,0,0,0,,,,0,0,0,0,1,"100 Fire, other",N None,86 Investigate,,,,419 1 or 2 family dwelling,"24 Cooking area, kitchen",2 Unintentional,NN None,,00 Heat source: other,"00 Item first ignited, other",N None,,,,,NA,,,,,,,,,,,,,,,7,Inner Sunset,POINT (-122.470787 37.749102),2020/03/04 01:44:20 PM,2025/03/16 02:20:48 AM
20028003,0,200280030,120 DELTA STREET,2020/03/04,200642198,2020/03/04 01:32:19 PM,2020/03/04 01:36:23 PM,2020/03/04 01:44:32 PM,San Francisco,94134,B10,44,6314,3,10,0,0,0,0,,,,0,0,0,0,1,735 Alarm system sounded due to malfunction,N None,86 Investigate,,,,419 1 or 2 family dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,10,Visitacion Valley,POINT (-122.407722 37.71741),2020/03/04 01:44:32 PM,2025/03/16 02:20:48 AM
20028014,0,200280140,1400 FOLSOM ST 1ST,2020/03/04,200642327,2020/03/04 02:01:35 PM,2020/03/04 02:07:13 PM,2020/03/04 02:17:50 PM,San Francisco,94103,B02,36,2343,3,11,0,0,0,0,,,,0,0,0,0,1,735 Alarm system sounded due to malfunction,N None,86 Investigate,,,,899 Residential or self-storage units,,,,,,,,,,,,NA,,,,,,,,,,,,,,,6,South of Market,POINT (-122.412948 37.772812),2020/03/04 02:17:50 PM,2025/03/16 02:20:48 AM
20028016,0,200280160,4721 17TH STREET,2020/03/04,200642337,2020/03/04 02:03:15 PM,2020/03/04 02:06:20 PM,2020/03/04 02:11:55 PM,San Francisco,94117,B05,12,5257,3,10,0,0,0,0,,,,0,0,0,0,1,"745 Alarm system activation, no fire - unintentional",N None,86 Investigate,,,,419 1 or 2 family dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,8,Inner Sunset,POINT (-122.448101 37.761639),2020/03/04 02:11:55 PM,2025/03/16 02:20:48 AM
20028018,0,200280180,1694 OAKDALE AVENUE,2020/03/04,200642353,2020/03/04 02:06:35 PM,2020/03/04 02:13:25 PM,2020/03/04 02:18:50 PM,San Francisco,94124,B10,17,6471,1,4,0,0,0,0,,,,0,0,0,0,1,322 Motor vehicle accident with injuries,N None,33 Provide advanced life support (ALS),,,,963 Street or road in commercial area,,,,,,,,,,,,NA,,,,,,,,,,,,,,,10,Bayview Hunters Point,POINT (-122.392026 37.735638),2020/03/04 02:18:50 PM,2025/03/16 02:20:48 AM
20028020,0,200280200,3750 18TH STREET,2020/03/04,200642361,2020/03/04 02:08:20 PM,2020/03/04 02:12:01 PM,2020/03/04 02:23:05 PM,San Francisco,94114,B06,06,0541,3,10,0,0,0,0,,,,0,0,0,0,1,735 Alarm system sounded due to malfunction,N None,63 Restore fire alarm system,,,,419 1 or 2 family dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,8,Castro/Upper Market,POINT (-122.427246 37.761395),2020/03/04 02:23:05 PM,2025/03/16 02:20:48 AM
20028022,0,200280220,1443 CHINOOK COURT,2020/03/04,200642375,2020/03/04 02:12:12 PM,2020/03/04 02:16:43 PM,2020/03/04 02:55:26 PM,Treasure Isla,94130,B03,48,2931,4,14,0,0,0,0,,,,0,0,0,0,1,412 Gas leak (natural gas or LPG),N None,86 Investigate,,,,419 1 or 2 family dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,6,Treasure Island,POINT (-122.373503 37.824087),2020/03/04 02:55:26 PM,2025/03/16 02:20:48 AM
20028025,0,200280250,400 PARNASSUS AVENUE,2020/03/04,200642384,2020/03/04 02:13:12 PM,2020/03/04 02:15:26 PM,2020/03/04 02:32:48 PM,San Francisco,94117,B05,12,5155,3,10,0,0,0,0,,,,0,0,0,0,1,"710 Malicious, mischievous false call, other",N None,86 Investigate,,,,"882 Parking garage, general vehicle",,,,,,,,,,,,NA,,,,,,,,,,,,,,,7,Inner Sunset,POINT (-122.456781 37.763854),2020/03/04 02:32:48 PM,2025/03/16 02:20:48 AM
20028026,0,200280260,1313 SOUTH VAN NESS AV 4,2020/03/04,200642396,2020/03/04 02:18:27 PM,2020/03/04 02:22:43 PM,2020/03/04 03:37:43 PM,San Francisco,94110,B06,11,5534,1,5,1,1,0,0,,,,0,0,0,0,1,"311 Medical assist, assist EMS crew",N None,71 Assist physically disabled,,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,9,Mission,POINT (-122.416158 37.752131),2020/03/04 03:37:43 PM,2025/03/16 02:20:48 AM
20028028,0,200280280,2300 16TH STREET,2020/03/04,200642410,2020/03/04 02:20:36 PM,2020/03/04 02:24:09 PM,2020/03/04 02:37:33 PM,San Francisco,94103,B02,29,5241,1,4,0,0,0,0,,,,0,0,0,0,1,323 Motor vehicle/pedestrian accident (MV Ped),N None,86 Investigate,,,,965 Vehicle parking area,,,,,,,,,,,,NA,,,,,,,,,,,,,,,9,Mission,POINT (-122.410409 37.766471),2020/03/04 02:37:33 PM,2025/03/16 02:20:48 AM
20028054,0,200280540,MARKET STREET,2020/03/04,200642625,2020/03/04 03:13:43 PM,2020/03/04 03:18:21 PM,2020/03/04 03:25:47 PM,San Francisco,94103,B02,06,5127,1,4,0,0,0,0,,,,0,0,0,0,1,522 Water or steam leak,N None,64 Shut down system,,,,NNN None,,,,,,,,,,,,NA,,,,,,,,,,,,,,,8,Mission,POINT (-122.426824 37.769169),2020/03/04 03:25:47 PM,2025/03/16 02:20:48 AM
20028059,0,200280590,4633 BALBOA STREET,2020/03/04,200642705,2020/03/04 03:29:55 PM,2020/03/04 03:33:31 PM,2020/03/04 03:39:21 PM,San Francisco,94121,B07,34,7312,3,10,0,0,0,0,,,,0,0,0,0,1,735 Alarm system sounded due to malfunction,N None,86 Investigate,,,,UUU Undetermined,,,,,,,,,,,,NA,,,,,,,,,,,,,,,1,Outer Richmond,POINT (-122.508397 37.775137),2020/03/04 03:39:21 PM,2025/03/16 02:20:48 AM
20028061,0,200280610,18 FERNWOOD DRIVE,2020/03/04,200642713,2020/03/04 03:31:40 PM,2020/03/04 03:35:38 PM,2020/03/04 03:38:11 PM,San Francisco,94127,B09,39,8541,3,11,0,0,0,0,,,,0,0,0,0,1,733 Smoke detector activation due to malfunction,N None,86 Investigate,,,,419 1 or 2 family dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,7,West of Twin Peaks,POINT (-122.461693 37.734295),2020/03/04 03:38:11 PM,2025/03/16 02:20:48 AM
20028062,0,200280620,150 STOCKTON STREET,2020/03/04,200642733,2020/03/04 03:35:19 PM,2020/03/04 03:38:50 PM,2020/03/04 04:08:12 PM,San Francisco,94102,B01,02,1323,1,5,0,0,0,0,,,,0,0,0,0,1,353 Removal of victim(s) from stalled elevator,N None,"22 Rescue, remove from harm",,,,"500 Mercantile, business, other",,,,,,,,,,,,NA,,,,,,,,,,,,,,,3,Financial District/South Beach,POINT (-122.40634 37.787454),2020/03/04 04:08:12 PM,2025/03/16 02:20:48 AM
20028069,0,200280690,HAIGHT STREET,2020/03/04,200642820,2020/03/04 03:53:54 PM,2020/03/04 03:57:23 PM,2020/03/04 04:54:27 PM,San Francisco,94103,B02,36,5115,4,15,2,3,0,0,,,,0,0,0,0,1,"311 Medical assist, assist EMS crew",N None,86 Investigate,,,,963 Street or road in commercial area,,,,,,,,,,,,NA,,,,,,,,,,,,,,,6,Hayes Valley,POINT (-122.421944 37.773037),2020/03/04 04:54:27 PM,2025/03/16 02:20:48 AM
20028076,0,200280760,419 39TH AVENUE,2020/03/04,200642892,2020/03/04 04:09:14 PM,2020/03/04 04:11:33 PM,2020/03/04 04:30:28 PM,San Francisco,94121,B07,34,7256,2,9,0,0,0,0,,,,0,0,0,0,1,554 Assist invalid,N None,71 Assist physically disabled,,,,419 1 or 2 family dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,1,Outer Richmond,POINT (-122.499927 37.780924),2020/03/04 04:30:28 PM,2025/03/16 02:20:48 AM
20028077,0,200280770,104 MONTGOMERY STREET,2020/03/04,200642912,2020/03/04 04:14:32 PM,2020/03/04 04:17:13 PM,2020/03/04 04:25:51 PM,Presidio,94129,B07,51,4626,3,10,0,0,0,0,,,,0,0,0,0,1,"745 Alarm system activation, no fire - unintentional",N None,86 Investigate,63 Restore fire alarm system,,,152 Museum,,,,,,,,,,,,NA,,,,,,,,,,,,,,,2,Presidio,POINT (-122.458681 37.801361),2020/03/04 04:25:51 PM,2025/03/16 02:20:48 AM
20028088,0,200280880,104 MONTGOMERY STREET,2020/03/04,200643019,2020/03/04 04:37:38 PM,2020/03/04 04:37:38 PM,2020/03/04 06:26:49 PM,Presidio,94129,B07,51,4626,3,10,0,0,0,0,,,,0,0,0,0,1,324 Motor vehicle accident with no injuries.,N None,86 Investigate,,,,963 Street or road in commercial area,,,,,,,,,,,,NA,,,,,,,,,,,,,,,2,Presidio,POINT (-122.458681 37.801361),2020/03/04 06:26:49 PM,2025/03/16 02:20:48 AM
20028089,0,200280890,865 MARKET STREET,2020/03/04,200643031,2020/03/04 04:40:39 PM,2020/03/04 04:45:44 PM,2020/03/04 04:52:38 PM,San Francisco,94103,B01,01,2247,3,10,0,0,0,0,,,,0,0,0,0,1,"500 Service Call, other",N None,86 Investigate,,,,"000 Property Use, other",,,,,,,,,,,,NA,,,,,,,,,,,,,,,6,South of Market,POINT (-122.407158 37.783947),2020/03/04 04:52:38 PM,2025/03/16 02:20:48 AM
20028090,0,200280900,240 7TH STREET,2020/03/04,200643044,2020/03/04 04:43:03 PM,2020/03/04 04:48:35 PM,2020/03/04 04:52:32 PM,San Francisco,94103,B03,01,2314,1,4,0,0,0,0,,,,0,0,0,0,1,"600 Good intent call, other",N None,"70 Assistance, other",,,,NNN None,,,,,,,,,,,,NA,,,,,,,,,,,,,,,6,South of Market,POINT (-122.408811 37.777297),2020/03/04 04:52:32 PM,2025/03/16 02:20:48 AM
20028091,0,200280910,1 280SB,2020/03/04,200643049,2020/03/04 04:43:35 PM,2020/03/04 04:51:44 PM,2020/03/04 05:54:49 PM,San Francisco,94110,B06,32,5645,1,4,1,2,0,0,,,,0,0,0,0,1,322 Motor vehicle accident with injuries,N None,31 Provide first aid & check for injuries,34 Transport person,,,961 Highway or divided highway,,,,,,,,,,,,NA,,,,,,,,,,,,,,,9,Bernal Heights,POINT (-122.419751 37.732146),2020/03/04 05:54:49 PM,2025/03/16 02:20:48 AM
20028095,0,200280950,308 EDDY STREET,2020/03/04,200643102,2020/03/04 04:57:22 PM,2020/03/04 05:01:42 PM,2020/03/04 05:09:28 PM,San Francisco,94109,B02,03,1545,4,15,0,0,0,0,,,,0,0,0,0,1,"113 Cooking fire, confined to container",N None,86 Investigate,,,1 Detector alerted occupants,"439 Boarding/rooming house, residential hotels",,,,,,,,,,,,NA,,,,,,,,,,,,,,,5,Tenderloin,POINT (-122.412785 37.783978),2020/03/04 05:09:28 PM,2025/03/16 02:20:48 AM
20028105,0,200281050,60 ACME,2020/03/04,200643189,2020/03/04 05:23:59 PM,2020/03/04 05:30:59 PM,2020/03/04 05:32:51 PM,San Francisco,94114,B06,24,5441,1,4,0,0,0,0,,,,0,0,0,0,1,"118 Trash or rubbish fire, contained",N None,86 Investigate,,,U Unknown,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,8,Twin Peaks,POINT (-122.440073 37.757597),2020/03/04 05:32:51 PM,2025/03/16 02:20:48 AM
20028117,0,200281170,CALIFORNIA STREET,2020/03/04,200643367,2020/03/04 06:05:41 PM,2020/03/04 06:11:04 PM,2020/03/04 06:15:01 PM,San Francisco,94111,B01,13,1134,1,4,0,0,0,0,,,,0,0,0,0,1,"311 Medical assist, assist EMS crew",N None,31 Provide first aid & check for injuries,,,,963 Street or road in commercial area,,,,,,,,,,,,NA,,,,,,,,,,,,,,,6,Financial District/South Beach,POINT (-122.396305 37.793257),2020/03/04 06:15:01 PM,2025/03/16 02:20:48 AM
20028119,0,200281190,75 FOLSOM STREET,2020/03/04,200643436,2020/03/04 06:18:55 PM,2020/03/04 06:22:12 PM,2020/03/04 07:34:58 PM,San Francisco,94105,B03,35,2112,1,4,1,2,0,0,,,,0,0,0,0,1,323 Motor vehicle/pedestrian accident (MV Ped),N None,"30 Emergency medical services, other",,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,6,Financial District/South Beach,POINT (-122.39064 37.79024),2020/03/04 07:34:58 PM,2025/03/16 02:20:48 AM
20028124,0,200281240,2291 STOCKTON ST 4360,2020/03/04,200643477,2020/03/04 06:28:32 PM,2020/03/04 06:31:33 PM,2020/03/04 06:51:24 PM,San Francisco,94133,B01,28,1341,9,33,1,2,1,2,,,,0,0,0,0,1,"745 Alarm system activation, no fire - unintentional",N None,86 Investigate,,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,3,North Beach,POINT (-122.41056 37.806819),2020/03/04 06:51:24 PM,2025/03/16 02:20:48 AM
20028130,0,200281300,117 BROOKDALE AVENUE,2020/03/04,200643580,2020/03/04 06:54:24 PM,2020/03/04 06:59:26 PM,2020/03/04 07:10:04 PM,San Francisco,94134,B09,43,6243,3,11,0,0,0,0,,,,0,0,0,0,1,"744 Detector activation, no fire - unintentional",N None,86 Investigate,,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,10,Visitacion Valley,POINT (-122.421211 37.712129),2020/03/04 07:10:04 PM,2025/03/16 02:20:48 AM
20028133,0,200281330,HAIGHT STREET,2020/03/04,200643609,2020/03/04 06:59:20 PM,2020/03/04 07:01:49 PM,2020/03/04 07:51:07 PM,San Francisco,94102,B02,36,3415,1,4,1,2,0,0,,,,0,0,0,0,1,323 Motor vehicle/pedestrian accident (MV Ped),N None,31 Provide first aid & check for injuries,,,,NNN None,,,,,,,,,,,,NA,,,,,,,,,,,,,,,5,Hayes Valley,POINT (-122.425515 37.772734),2020/03/04 07:51:07 PM,2025/03/16 02:20:48 AM
20028143,0,200281430,425 WAYLAND STREET,2020/03/04,200643668,2020/03/04 07:12:47 PM,2020/03/04 07:13:11 PM,2020/03/04 08:36:42 PM,San Francisco,94134,B10,42,6332,1,4,1,2,0,0,,,,0,0,0,0,1,"510 Person in distress, other",N None,71 Assist physically disabled,,,,419 1 or 2 family dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,9,Portola,POINT (-122.406329 37.72552),2020/03/04 08:36:42 PM,2025/03/16 02:20:48 AM
20028144,0,200281440,59 CUMBERLAND STREET,2020/03/04,200643672,2020/03/04 07:13:10 PM,2020/03/04 07:15:10 PM,2020/03/04 07:43:06 PM,San Francisco,94110,B06,07,5445,4,14,0,0,0,0,,,,0,0,0,0,1,"745 Alarm system activation, no fire - unintentional",N None,63 Restore fire alarm system,,,,419 1 or 2 family dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,8,Mission,POINT (-122.424891 37.759019),2020/03/04 07:43:06 PM,2025/03/16 02:20:48 AM
20028148,0,200281480,LA PLAYA,2020/03/04,200643721,2020/03/04 07:26:00 PM,2020/03/04 07:26:00 PM,2020/03/04 08:54:42 PM,San Francisco,94121,B07,34,7312,1,4,1,2,0,0,,,,0,0,0,0,1,911 Citizen complaint,N None,71 Assist physically disabled,,,,"900 Outside or special property, other",,,,,,,,,,,,NA,,,,,,,,,,,,,,,1,Outer Richmond,POINT (-122.510037 37.773257),2020/03/04 08:54:42 PM,2025/03/16 02:20:48 AM
